"","H1","H2","H3","H4","H5","U1","U2","U3","U4","U5"
"ASV_15815",0,6,0,0,0,0,0,0,0,0
"ASV_15816",0,6,0,0,0,0,0,0,0,0
"ASV_15817",0,6,0,0,0,0,0,0,0,0
"ASV_15818",0,6,0,0,0,0,0,0,0,0
"ASV_15819",0,0,6,0,0,0,0,0,0,0
"ASV_15820",0,0,6,0,0,0,0,0,0,0
"ASV_15821",0,0,6,0,0,0,0,0,0,0
"ASV_15822",0,0,6,0,0,0,0,0,0,0
"ASV_15823",0,0,6,0,0,0,0,0,0,0
"ASV_15824",0,0,6,0,0,0,0,0,0,0
"ASV_15825",0,0,6,0,0,0,0,0,0,0
"ASV_15826",0,0,6,0,0,0,0,0,0,0
"ASV_15828",0,0,6,0,0,0,0,0,0,0
"ASV_15829",0,0,6,0,0,0,0,0,0,0
"ASV_15830",0,0,6,0,0,0,0,0,0,0
"ASV_15831",0,0,6,0,0,0,0,0,0,0
"ASV_15832",0,0,6,0,0,0,0,0,0,0
"ASV_15833",0,0,6,0,0,0,0,0,0,0
"ASV_15834",0,0,6,0,0,0,0,0,0,0
"ASV_15835",0,0,6,0,0,0,0,0,0,0
"ASV_15836",0,0,0,6,0,0,0,0,0,0
"ASV_15837",0,0,0,6,0,0,0,0,0,0
"ASV_15838",0,0,0,6,0,0,0,0,0,0
"ASV_15839",0,0,0,6,0,0,0,0,0,0
"ASV_15840",0,0,0,6,0,0,0,0,0,0
"ASV_15841",0,0,0,6,0,0,0,0,0,0
"ASV_15842",0,0,0,6,0,0,0,0,0,0
"ASV_15843",0,0,0,6,0,0,0,0,0,0
"ASV_15844",0,0,0,6,0,0,0,0,0,0
"ASV_15845",0,0,0,6,0,0,0,0,0,0
"ASV_15846",0,0,0,6,0,0,0,0,0,0
"ASV_15847",0,0,0,6,0,0,0,0,0,0
"ASV_15848",0,0,0,6,0,0,0,0,0,0
"ASV_15849",0,0,0,6,0,0,0,0,0,0
"ASV_15850",0,0,0,6,0,0,0,0,0,0
"ASV_15851",0,0,0,6,0,0,0,0,0,0
"ASV_15852",0,0,0,6,0,0,0,0,0,0
"ASV_15853",0,0,0,6,0,0,0,0,0,0
"ASV_15854",0,0,0,6,0,0,0,0,0,0
"ASV_15855",0,0,0,6,0,0,0,0,0,0
"ASV_15856",0,0,0,6,0,0,0,0,0,0
"ASV_15857",0,0,0,6,0,0,0,0,0,0
"ASV_15858",0,0,0,6,0,0,0,0,0,0
"ASV_15859",0,0,0,6,0,0,0,0,0,0
"ASV_15860",0,0,0,6,0,0,0,0,0,0
"ASV_15861",0,0,0,6,0,0,0,0,0,0
"ASV_15862",0,0,0,0,6,0,0,0,0,0
"ASV_15905",0,0,0,0,0,6,0,0,0,0
"ASV_15906",0,0,0,0,0,0,6,0,0,0
"ASV_15907",0,0,0,0,0,0,6,0,0,0
"ASV_15908",0,0,0,0,0,0,0,6,0,0
"ASV_15909",0,0,0,0,0,0,0,6,0,0
"ASV_15910",0,0,0,0,0,0,0,6,0,0
"ASV_15911",0,0,0,0,0,0,0,6,0,0
"ASV_15912",0,0,0,0,0,0,0,6,0,0
"ASV_15913",0,0,0,0,0,0,0,6,0,0
"ASV_15914",0,0,0,0,0,0,0,6,0,0
"ASV_15915",0,0,0,0,0,0,0,6,0,0
"ASV_15916",0,0,0,0,0,0,0,6,0,0
"ASV_15917",0,0,0,0,0,0,0,6,0,0
"ASV_15918",0,0,0,0,0,0,0,6,0,0
"ASV_15919",0,0,0,0,0,0,0,6,0,0
"ASV_15920",0,0,0,0,0,0,0,6,0,0
"ASV_15921",0,0,0,0,0,0,0,0,6,0
"ASV_15922",0,0,0,0,0,0,0,0,6,0
"ASV_15923",0,0,0,0,0,0,0,0,6,0
"ASV_15924",0,0,0,0,0,0,0,0,6,0
"ASV_15925",0,0,0,0,0,0,0,0,6,0
"ASV_15926",0,0,0,0,0,0,0,0,6,0
"ASV_15927",0,0,0,0,0,0,0,0,6,0
"ASV_15928",0,0,0,0,0,0,0,0,0,6
"ASV_15929",0,0,0,0,0,0,0,0,0,6
"ASV_15930",0,0,0,0,0,0,0,0,0,6
"ASV_15931",0,0,0,0,0,0,0,0,0,6
"ASV_15932",0,0,0,0,0,0,0,0,0,6
"ASV_15933",0,0,0,0,0,0,0,0,0,6
"ASV_15934",0,0,0,0,0,0,0,0,0,6
"ASV_15935",0,0,0,0,0,0,0,0,0,6
"ASV_15936",0,0,0,0,0,0,0,0,0,6
"ASV_15937",0,0,0,0,0,0,0,0,0,6
"ASV_15938",0,0,0,0,0,0,0,0,0,6
"ASV_16926",0,0,2,0,0,0,0,0,0,0
"ASV_17113",0,0,0,3,0,0,0,0,0,0
"ASV_17218",5,0,0,0,0,0,0,0,0,0
"ASV_17219",5,0,0,0,0,0,0,0,0,0
"ASV_17220",5,0,0,0,0,0,0,0,0,0
"ASV_17221",5,0,0,0,0,0,0,0,0,0
"ASV_17222",5,0,0,0,0,0,0,0,0,0
"ASV_17223",5,0,0,0,0,0,0,0,0,0
"ASV_17224",5,0,0,0,0,0,0,0,0,0
"ASV_17225",5,0,0,0,0,0,0,0,0,0
"ASV_17226",5,0,0,0,0,0,0,0,0,0
"ASV_17227",5,0,0,0,0,0,0,0,0,0
"ASV_17228",5,0,0,0,0,0,0,0,0,0
"ASV_17230",0,5,0,0,0,0,0,0,0,0
"ASV_17231",0,5,0,0,0,0,0,0,0,0
"ASV_17232",0,5,0,0,0,0,0,0,0,0
"ASV_17233",0,5,0,0,0,0,0,0,0,0
"ASV_17234",0,5,0,0,0,0,0,0,0,0
"ASV_17235",0,5,0,0,0,0,0,0,0,0
"ASV_17236",0,5,0,0,0,0,0,0,0,0
"ASV_17237",0,5,0,0,0,0,0,0,0,0
"ASV_17238",0,5,0,0,0,0,0,0,0,0
"ASV_17239",0,0,5,0,0,0,0,0,0,0
"ASV_17240",0,0,5,0,0,0,0,0,0,0
"ASV_17241",0,0,5,0,0,0,0,0,0,0
"ASV_17242",0,0,5,0,0,0,0,0,0,0
"ASV_17243",0,0,5,0,0,0,0,0,0,0
"ASV_17244",0,0,5,0,0,0,0,0,0,0
"ASV_17245",0,0,5,0,0,0,0,0,0,0
"ASV_17246",0,0,5,0,0,0,0,0,0,0
"ASV_17247",0,0,5,0,0,0,0,0,0,0
"ASV_17248",0,0,5,0,0,0,0,0,0,0
"ASV_17249",0,0,5,0,0,0,0,0,0,0
"ASV_17250",0,0,5,0,0,0,0,0,0,0
"ASV_17251",0,0,5,0,0,0,0,0,0,0
"ASV_17252",0,0,0,5,0,0,0,0,0,0
"ASV_17253",0,0,0,5,0,0,0,0,0,0
"ASV_17254",0,0,0,5,0,0,0,0,0,0
"ASV_17255",0,0,0,5,0,0,0,0,0,0
"ASV_17256",0,0,0,5,0,0,0,0,0,0
"ASV_17257",0,0,0,5,0,0,0,0,0,0
"ASV_17258",0,0,0,5,0,0,0,0,0,0
"ASV_17259",0,0,0,5,0,0,0,0,0,0
"ASV_17260",0,0,0,5,0,0,0,0,0,0
"ASV_17261",0,0,0,5,0,0,0,0,0,0
"ASV_17262",0,0,0,5,0,0,0,0,0,0
"ASV_17263",0,0,0,5,0,0,0,0,0,0
"ASV_17264",0,0,0,5,0,0,0,0,0,0
"ASV_17265",0,0,0,5,0,0,0,0,0,0
"ASV_17266",0,0,0,5,0,0,0,0,0,0
"ASV_17267",0,0,0,5,0,0,0,0,0,0
"ASV_17268",0,0,0,5,0,0,0,0,0,0
"ASV_17269",0,0,0,5,0,0,0,0,0,0
"ASV_17271",0,0,0,5,0,0,0,0,0,0
"ASV_17272",0,0,0,5,0,0,0,0,0,0
"ASV_17273",0,0,0,5,0,0,0,0,0,0
"ASV_17274",0,0,0,5,0,0,0,0,0,0
"ASV_17275",0,0,0,5,0,0,0,0,0,0
"ASV_17276",0,0,0,5,0,0,0,0,0,0
"ASV_17277",0,0,0,5,0,0,0,0,0,0
"ASV_17278",0,0,0,5,0,0,0,0,0,0
"ASV_17279",0,0,0,5,0,0,0,0,0,0
"ASV_17280",0,0,0,0,5,0,0,0,0,0
"ASV_17281",0,0,0,0,5,0,0,0,0,0
"ASV_17326",0,0,0,0,0,5,0,0,0,0
"ASV_17327",0,0,0,0,0,0,5,0,0,0
"ASV_17328",0,0,0,0,0,0,5,0,0,0
"ASV_17329",0,0,0,0,0,0,5,0,0,0
"ASV_17330",0,0,0,0,0,0,5,0,0,0
"ASV_17331",0,0,0,0,0,0,0,5,0,0
"ASV_17332",0,0,0,0,0,0,0,5,0,0
"ASV_17333",0,0,0,0,0,0,0,5,0,0
"ASV_17334",0,0,0,0,0,0,0,5,0,0
"ASV_17335",0,0,0,0,0,0,0,5,0,0
"ASV_17336",0,0,0,0,0,0,0,5,0,0
"ASV_17337",0,0,0,0,0,0,0,0,5,0
"ASV_17338",0,0,0,0,0,0,0,0,5,0
"ASV_17339",0,0,0,0,0,0,0,0,5,0
"ASV_17340",0,0,0,0,0,0,0,0,0,5
"ASV_17341",0,0,0,0,0,0,0,0,0,5
"ASV_17342",0,0,0,0,0,0,0,0,0,5
"ASV_17343",0,0,0,0,0,0,0,0,0,5
"ASV_17344",0,0,0,0,0,0,0,0,0,5
"ASV_17345",0,0,0,0,0,0,0,0,0,5
"ASV_17347",0,0,0,0,0,0,0,0,0,5
"ASV_17348",0,0,0,0,0,0,0,0,0,5
"ASV_17349",0,0,0,0,0,0,0,0,0,5
"ASV_19254",4,0,0,0,0,0,0,0,0,0
"ASV_19256",4,0,0,0,0,0,0,0,0,0
"ASV_19257",4,0,0,0,0,0,0,0,0,0
"ASV_19258",4,0,0,0,0,0,0,0,0,0
"ASV_19259",4,0,0,0,0,0,0,0,0,0
"ASV_19260",4,0,0,0,0,0,0,0,0,0
"ASV_19261",4,0,0,0,0,0,0,0,0,0
"ASV_19262",4,0,0,0,0,0,0,0,0,0
"ASV_19263",4,0,0,0,0,0,0,0,0,0
"ASV_19264",4,0,0,0,0,0,0,0,0,0
"ASV_19265",0,4,0,0,0,0,0,0,0,0
"ASV_19266",0,4,0,0,0,0,0,0,0,0
"ASV_19267",0,4,0,0,0,0,0,0,0,0
"ASV_19268",0,4,0,0,0,0,0,0,0,0
"ASV_19269",0,4,0,0,0,0,0,0,0,0
"ASV_19270",0,4,0,0,0,0,0,0,0,0
"ASV_19271",0,4,0,0,0,0,0,0,0,0
"ASV_19272",0,0,4,0,0,0,0,0,0,0
"ASV_19273",0,0,4,0,0,0,0,0,0,0
"ASV_19274",0,0,4,0,0,0,0,0,0,0
"ASV_19275",0,0,4,0,0,0,0,0,0,0
"ASV_19276",0,0,4,0,0,0,0,0,0,0
"ASV_19277",0,0,4,0,0,0,0,0,0,0
"ASV_19278",0,0,4,0,0,0,0,0,0,0
"ASV_19279",0,0,4,0,0,0,0,0,0,0
"ASV_19280",0,0,4,0,0,0,0,0,0,0
"ASV_19281",0,0,4,0,0,0,0,0,0,0
"ASV_19282",0,0,4,0,0,0,0,0,0,0
"ASV_19283",0,0,4,0,0,0,0,0,0,0
"ASV_19284",0,0,4,0,0,0,0,0,0,0
"ASV_19285",0,0,4,0,0,0,0,0,0,0
"ASV_19286",0,0,4,0,0,0,0,0,0,0
"ASV_19287",0,0,4,0,0,0,0,0,0,0
"ASV_19288",0,0,4,0,0,0,0,0,0,0
"ASV_19289",0,0,4,0,0,0,0,0,0,0
"ASV_19290",0,0,4,0,0,0,0,0,0,0
"ASV_19291",0,0,4,0,0,0,0,0,0,0
"ASV_19292",0,0,4,0,0,0,0,0,0,0
"ASV_19293",0,0,4,0,0,0,0,0,0,0
"ASV_19294",0,0,0,4,0,0,0,0,0,0
"ASV_19295",0,0,0,4,0,0,0,0,0,0
"ASV_19296",0,0,0,4,0,0,0,0,0,0
"ASV_19297",0,0,0,4,0,0,0,0,0,0
"ASV_19298",0,0,0,4,0,0,0,0,0,0
"ASV_19299",0,0,0,4,0,0,0,0,0,0
"ASV_19300",0,0,0,4,0,0,0,0,0,0
"ASV_19301",0,0,0,4,0,0,0,0,0,0
"ASV_19302",0,0,0,4,0,0,0,0,0,0
"ASV_19303",0,0,0,4,0,0,0,0,0,0
"ASV_19305",0,0,0,4,0,0,0,0,0,0
"ASV_19306",0,0,0,4,0,0,0,0,0,0
"ASV_19307",0,0,0,4,0,0,0,0,0,0
"ASV_19308",0,0,0,4,0,0,0,0,0,0
"ASV_19309",0,0,0,4,0,0,0,0,0,0
"ASV_19310",0,0,0,4,0,0,0,0,0,0
"ASV_19311",0,0,0,4,0,0,0,0,0,0
"ASV_19312",0,0,0,4,0,0,0,0,0,0
"ASV_19313",0,0,0,4,0,0,0,0,0,0
"ASV_19314",0,0,0,4,0,0,0,0,0,0
"ASV_19315",0,0,0,4,0,0,0,0,0,0
"ASV_19316",0,0,0,4,0,0,0,0,0,0
"ASV_19317",0,0,0,4,0,0,0,0,0,0
"ASV_19318",0,0,0,4,0,0,0,0,0,0
"ASV_19319",0,0,0,4,0,0,0,0,0,0
"ASV_19320",0,0,0,4,0,0,0,0,0,0
"ASV_19321",0,0,0,4,0,0,0,0,0,0
"ASV_19322",0,0,0,4,0,0,0,0,0,0
"ASV_19323",0,0,0,4,0,0,0,0,0,0
"ASV_19324",0,0,0,4,0,0,0,0,0,0
"ASV_19325",0,0,0,4,0,0,0,0,0,0
"ASV_19326",0,0,0,4,0,0,0,0,0,0
"ASV_19327",0,0,0,4,0,0,0,0,0,0
"ASV_19328",0,0,0,4,0,0,0,0,0,0
"ASV_19329",0,0,0,4,0,0,0,0,0,0
"ASV_19330",0,0,0,0,4,0,0,0,0,0
"ASV_19385",0,0,0,0,0,4,0,0,0,0
"ASV_19386",0,0,0,0,0,4,0,0,0,0
"ASV_19387",0,0,0,0,0,4,0,0,0,0
"ASV_19388",0,0,0,0,0,4,0,0,0,0
"ASV_19389",0,0,0,0,0,4,0,0,0,0
"ASV_19390",0,0,0,0,0,4,0,0,0,0
"ASV_19391",0,0,0,0,0,0,4,0,0,0
"ASV_19392",0,0,0,0,0,0,4,0,0,0
"ASV_19393",0,0,0,0,0,0,0,4,0,0
"ASV_19394",0,0,0,0,0,0,0,4,0,0
"ASV_19395",0,0,0,0,0,0,0,4,0,0
"ASV_19396",0,0,0,0,0,0,0,4,0,0
"ASV_19397",0,0,0,0,0,0,0,4,0,0
"ASV_19398",0,0,0,0,0,0,0,4,0,0
"ASV_19399",0,0,0,0,0,0,0,4,0,0
"ASV_19400",0,0,0,0,0,0,0,0,4,0
"ASV_19401",0,0,0,0,0,0,0,0,4,0
"ASV_19402",0,0,0,0,0,0,0,0,4,0
"ASV_19403",0,0,0,0,0,0,0,0,4,0
"ASV_19404",0,0,0,0,0,0,0,0,4,0
"ASV_19405",0,0,0,0,0,0,0,0,4,0
"ASV_19406",0,0,0,0,0,0,0,0,4,0
"ASV_19407",0,0,0,0,0,0,0,0,4,0
"ASV_19408",0,0,0,0,0,0,0,0,4,0
"ASV_19409",0,0,0,0,0,0,0,0,4,0
"ASV_19410",0,0,0,0,0,0,0,0,4,0
"ASV_19411",0,0,0,0,0,0,0,0,4,0
"ASV_19412",0,0,0,0,0,0,0,0,4,0
"ASV_19413",0,0,0,0,0,0,0,0,0,4
"ASV_19414",0,0,0,0,0,0,0,0,0,4
"ASV_19415",0,0,0,0,0,0,0,0,0,4
"ASV_19416",0,0,0,0,0,0,0,0,0,4
"ASV_19417",0,0,0,0,0,0,0,0,0,4
"ASV_19418",0,0,0,0,0,0,0,0,0,4
"ASV_19419",0,0,0,0,0,0,0,0,0,4
"ASV_19420",0,0,0,0,0,0,0,0,0,4
"ASV_19421",0,0,0,0,0,0,0,0,0,4
"ASV_19422",0,0,0,0,0,0,0,0,0,4
"ASV_19423",0,0,0,0,0,0,0,0,0,4
"ASV_19424",0,0,0,0,0,0,0,0,0,4
"ASV_19425",0,0,0,0,0,0,0,0,0,4
"ASV_19426",0,0,0,0,0,0,0,0,0,4
"ASV_23547",3,0,0,0,0,0,0,0,0,0
"ASV_23548",3,0,0,0,0,0,0,0,0,0
"ASV_23549",3,0,0,0,0,0,0,0,0,0
"ASV_23550",3,0,0,0,0,0,0,0,0,0
"ASV_23551",3,0,0,0,0,0,0,0,0,0
"ASV_23552",3,0,0,0,0,0,0,0,0,0
"ASV_23553",3,0,0,0,0,0,0,0,0,0
"ASV_23554",3,0,0,0,0,0,0,0,0,0
"ASV_23555",3,0,0,0,0,0,0,0,0,0
"ASV_23556",3,0,0,0,0,0,0,0,0,0
"ASV_23557",3,0,0,0,0,0,0,0,0,0
"ASV_23558",3,0,0,0,0,0,0,0,0,0
"ASV_23559",3,0,0,0,0,0,0,0,0,0
"ASV_23560",3,0,0,0,0,0,0,0,0,0
"ASV_23561",0,3,0,0,0,0,0,0,0,0
"ASV_23562",0,3,0,0,0,0,0,0,0,0
"ASV_23563",0,3,0,0,0,0,0,0,0,0
"ASV_23564",0,3,0,0,0,0,0,0,0,0
"ASV_23565",0,3,0,0,0,0,0,0,0,0
"ASV_23566",0,3,0,0,0,0,0,0,0,0
"ASV_23567",0,3,0,0,0,0,0,0,0,0
"ASV_23568",0,3,0,0,0,0,0,0,0,0
"ASV_23569",0,3,0,0,0,0,0,0,0,0
"ASV_23570",0,3,0,0,0,0,0,0,0,0
"ASV_23571",0,3,0,0,0,0,0,0,0,0
"ASV_23572",0,3,0,0,0,0,0,0,0,0
"ASV_23573",0,3,0,0,0,0,0,0,0,0
"ASV_23574",0,3,0,0,0,0,0,0,0,0
"ASV_23575",0,3,0,0,0,0,0,0,0,0
"ASV_23576",0,0,3,0,0,0,0,0,0,0
"ASV_23577",0,0,3,0,0,0,0,0,0,0
"ASV_23578",0,0,3,0,0,0,0,0,0,0
"ASV_23579",0,0,3,0,0,0,0,0,0,0
"ASV_23580",0,0,3,0,0,0,0,0,0,0
"ASV_23581",0,0,3,0,0,0,0,0,0,0
"ASV_23582",0,0,3,0,0,0,0,0,0,0
"ASV_23583",0,0,3,0,0,0,0,0,0,0
"ASV_23584",0,0,3,0,0,0,0,0,0,0
"ASV_23585",0,0,3,0,0,0,0,0,0,0
"ASV_23586",0,0,3,0,0,0,0,0,0,0
"ASV_23587",0,0,3,0,0,0,0,0,0,0
"ASV_23588",0,0,3,0,0,0,0,0,0,0
"ASV_23589",0,0,3,0,0,0,0,0,0,0
"ASV_23590",0,0,3,0,0,0,0,0,0,0
"ASV_23591",0,0,3,0,0,0,0,0,0,0
"ASV_23592",0,0,3,0,0,0,0,0,0,0
"ASV_23593",0,0,3,0,0,0,0,0,0,0
"ASV_23594",0,0,3,0,0,0,0,0,0,0
"ASV_23595",0,0,0,3,0,0,0,0,0,0
"ASV_23596",0,0,0,3,0,0,0,0,0,0
"ASV_23597",0,0,0,3,0,0,0,0,0,0
"ASV_23598",0,0,0,3,0,0,0,0,0,0
"ASV_23599",0,0,0,3,0,0,0,0,0,0
"ASV_23600",0,0,0,3,0,0,0,0,0,0
"ASV_23601",0,0,0,3,0,0,0,0,0,0
"ASV_23603",0,0,0,3,0,0,0,0,0,0
"ASV_23604",0,0,0,3,0,0,0,0,0,0
"ASV_23605",0,0,0,3,0,0,0,0,0,0
"ASV_23606",0,0,0,3,0,0,0,0,0,0
"ASV_23607",0,0,0,3,0,0,0,0,0,0
"ASV_23608",0,0,0,3,0,0,0,0,0,0
"ASV_23609",0,0,0,3,0,0,0,0,0,0
"ASV_23610",0,0,0,3,0,0,0,0,0,0
"ASV_23611",0,0,0,3,0,0,0,0,0,0
"ASV_23612",0,0,0,3,0,0,0,0,0,0
"ASV_23613",0,0,0,3,0,0,0,0,0,0
"ASV_23614",0,0,0,3,0,0,0,0,0,0
"ASV_23615",0,0,0,3,0,0,0,0,0,0
"ASV_23616",0,0,0,3,0,0,0,0,0,0
"ASV_23617",0,0,0,3,0,0,0,0,0,0
"ASV_23618",0,0,0,3,0,0,0,0,0,0
"ASV_23619",0,0,0,3,0,0,0,0,0,0
"ASV_23620",0,0,0,3,0,0,0,0,0,0
"ASV_23621",0,0,0,3,0,0,0,0,0,0
"ASV_23622",0,0,0,3,0,0,0,0,0,0
"ASV_23623",0,0,0,3,0,0,0,0,0,0
"ASV_23624",0,0,0,3,0,0,0,0,0,0
"ASV_23625",0,0,0,3,0,0,0,0,0,0
"ASV_23626",0,0,0,3,0,0,0,0,0,0
"ASV_23627",0,0,0,3,0,0,0,0,0,0
"ASV_23628",0,0,0,3,0,0,0,0,0,0
"ASV_23629",0,0,0,3,0,0,0,0,0,0
"ASV_23630",0,0,0,3,0,0,0,0,0,0
"ASV_23631",0,0,0,3,0,0,0,0,0,0
"ASV_23632",0,0,0,3,0,0,0,0,0,0
"ASV_23633",0,0,0,3,0,0,0,0,0,0
"ASV_23634",0,0,0,3,0,0,0,0,0,0
"ASV_23635",0,0,0,3,0,0,0,0,0,0
"ASV_23636",0,0,0,3,0,0,0,0,0,0
"ASV_23637",0,0,0,3,0,0,0,0,0,0
"ASV_23638",0,0,0,3,0,0,0,0,0,0
"ASV_23639",0,0,0,3,0,0,0,0,0,0
"ASV_23640",0,0,0,3,0,0,0,0,0,0
"ASV_23641",0,0,0,3,0,0,0,0,0,0
"ASV_23642",0,0,0,3,0,0,0,0,0,0
"ASV_23643",0,0,0,3,0,0,0,0,0,0
"ASV_23644",0,0,0,3,0,0,0,0,0,0
"ASV_23645",0,0,0,3,0,0,0,0,0,0
"ASV_23646",0,0,0,3,0,0,0,0,0,0
"ASV_23647",0,0,0,3,0,0,0,0,0,0
"ASV_23648",0,0,0,0,3,0,0,0,0,0
"ASV_23649",0,0,0,0,3,0,0,0,0,0
"ASV_23650",0,0,0,0,3,0,0,0,0,0
"ASV_23651",0,0,0,0,3,0,0,0,0,0
"ASV_23652",0,0,0,0,3,0,0,0,0,0
"ASV_23653",0,0,0,0,3,0,0,0,0,0
"ASV_23776",0,0,0,0,0,3,0,0,0,0
"ASV_23777",0,0,0,0,0,0,3,0,0,0
"ASV_23778",0,0,0,0,0,0,3,0,0,0
"ASV_23779",0,0,0,0,0,0,3,0,0,0
"ASV_23780",0,0,0,0,0,0,0,3,0,0
"ASV_23781",0,0,0,0,0,0,0,3,0,0
"ASV_23782",0,0,0,0,0,0,0,3,0,0
"ASV_23783",0,0,0,0,0,0,0,3,0,0
"ASV_23784",0,0,0,0,0,0,0,3,0,0
"ASV_23785",0,0,0,0,0,0,0,3,0,0
"ASV_23786",0,0,0,0,0,0,0,3,0,0
"ASV_23787",0,0,0,0,0,0,0,3,0,0
"ASV_23788",0,0,0,0,0,0,0,3,0,0
"ASV_23789",0,0,0,0,0,0,0,3,0,0
"ASV_23790",0,0,0,0,0,0,0,3,0,0
"ASV_23791",0,0,0,0,0,0,0,3,0,0
"ASV_23792",0,0,0,0,0,0,0,0,3,0
"ASV_23793",0,0,0,0,0,0,0,0,3,0
"ASV_23794",0,0,0,0,0,0,0,0,3,0
"ASV_23795",0,0,0,0,0,0,0,0,3,0
"ASV_23796",0,0,0,0,0,0,0,0,3,0
"ASV_23797",0,0,0,0,0,0,0,0,3,0
"ASV_23798",0,0,0,0,0,0,0,0,3,0
"ASV_23799",0,0,0,0,0,0,0,0,3,0
"ASV_23800",0,0,0,0,0,0,0,0,3,0
"ASV_23801",0,0,0,0,0,0,0,0,3,0
"ASV_23802",0,0,0,0,0,0,0,0,3,0
"ASV_23803",0,0,0,0,0,0,0,0,3,0
"ASV_23804",0,0,0,0,0,0,0,0,0,3
"ASV_23805",0,0,0,0,0,0,0,0,0,3
"ASV_23806",0,0,0,0,0,0,0,0,0,3
"ASV_23807",0,0,0,0,0,0,0,0,0,3
"ASV_23808",0,0,0,0,0,0,0,0,0,3
"ASV_23809",0,0,0,0,0,0,0,0,0,3
"ASV_27671",2,0,0,0,0,0,0,0,0,0
"ASV_27672",2,0,0,0,0,0,0,0,0,0
"ASV_27673",2,0,0,0,0,0,0,0,0,0
"ASV_27674",2,0,0,0,0,0,0,0,0,0
"ASV_27675",2,0,0,0,0,0,0,0,0,0
"ASV_27676",2,0,0,0,0,0,0,0,0,0
"ASV_27677",2,0,0,0,0,0,0,0,0,0
"ASV_27678",2,0,0,0,0,0,0,0,0,0
"ASV_27679",2,0,0,0,0,0,0,0,0,0
"ASV_27680",2,0,0,0,0,0,0,0,0,0
"ASV_27681",2,0,0,0,0,0,0,0,0,0
"ASV_27682",2,0,0,0,0,0,0,0,0,0
"ASV_27683",2,0,0,0,0,0,0,0,0,0
"ASV_27684",2,0,0,0,0,0,0,0,0,0
"ASV_27685",2,0,0,0,0,0,0,0,0,0
"ASV_27686",2,0,0,0,0,0,0,0,0,0
"ASV_27687",0,2,0,0,0,0,0,0,0,0
"ASV_27688",0,2,0,0,0,0,0,0,0,0
"ASV_27689",0,2,0,0,0,0,0,0,0,0
"ASV_27690",0,2,0,0,0,0,0,0,0,0
"ASV_27691",0,2,0,0,0,0,0,0,0,0
"ASV_27692",0,0,2,0,0,0,0,0,0,0
"ASV_27693",0,0,2,0,0,0,0,0,0,0
"ASV_27694",0,0,2,0,0,0,0,0,0,0
"ASV_27695",0,0,2,0,0,0,0,0,0,0
"ASV_27696",0,0,2,0,0,0,0,0,0,0
"ASV_27697",0,0,2,0,0,0,0,0,0,0
"ASV_27698",0,0,2,0,0,0,0,0,0,0
"ASV_27699",0,0,2,0,0,0,0,0,0,0
"ASV_27700",0,0,2,0,0,0,0,0,0,0
"ASV_27701",0,0,2,0,0,0,0,0,0,0
"ASV_27702",0,0,2,0,0,0,0,0,0,0
"ASV_27703",0,0,2,0,0,0,0,0,0,0
"ASV_27704",0,0,2,0,0,0,0,0,0,0
"ASV_27705",0,0,2,0,0,0,0,0,0,0
"ASV_27706",0,0,0,2,0,0,0,0,0,0
"ASV_27707",0,0,0,2,0,0,0,0,0,0
"ASV_27708",0,0,0,2,0,0,0,0,0,0
"ASV_27709",0,0,0,2,0,0,0,0,0,0
"ASV_27710",0,0,0,2,0,0,0,0,0,0
"ASV_27711",0,0,0,2,0,0,0,0,0,0
"ASV_27712",0,0,0,2,0,0,0,0,0,0
"ASV_27713",0,0,0,2,0,0,0,0,0,0
"ASV_27714",0,0,0,2,0,0,0,0,0,0
"ASV_27715",0,0,0,2,0,0,0,0,0,0
"ASV_27716",0,0,0,2,0,0,0,0,0,0
"ASV_27717",0,0,0,2,0,0,0,0,0,0
"ASV_27718",0,0,0,2,0,0,0,0,0,0
"ASV_27719",0,0,0,2,0,0,0,0,0,0
"ASV_27720",0,0,0,2,0,0,0,0,0,0
"ASV_27721",0,0,0,2,0,0,0,0,0,0
"ASV_27723",0,0,0,2,0,0,0,0,0,0
"ASV_27724",0,0,0,2,0,0,0,0,0,0
"ASV_27725",0,0,0,2,0,0,0,0,0,0
"ASV_27726",0,0,0,2,0,0,0,0,0,0
"ASV_27728",0,0,0,2,0,0,0,0,0,0
"ASV_27729",0,0,0,2,0,0,0,0,0,0
"ASV_27730",0,0,0,2,0,0,0,0,0,0
"ASV_27731",0,0,0,2,0,0,0,0,0,0
"ASV_27732",0,0,0,2,0,0,0,0,0,0
"ASV_27733",0,0,0,2,0,0,0,0,0,0
"ASV_27734",0,0,0,2,0,0,0,0,0,0
"ASV_27735",0,0,0,2,0,0,0,0,0,0
"ASV_27736",0,0,0,2,0,0,0,0,0,0
"ASV_27737",0,0,0,2,0,0,0,0,0,0
"ASV_27738",0,0,0,2,0,0,0,0,0,0
"ASV_27739",0,0,0,2,0,0,0,0,0,0
"ASV_27740",0,0,0,0,2,0,0,0,0,0
"ASV_27741",0,0,0,0,2,0,0,0,0,0
"ASV_27742",0,0,0,0,2,0,0,0,0,0
"ASV_27849",0,0,0,0,0,2,0,0,0,0
"ASV_27850",0,0,0,0,0,0,2,0,0,0
"ASV_27851",0,0,0,0,0,0,2,0,0,0
